,name,candidate_id,state,incumbent_challenge_full,party_full,office_full,cycles,election_years,last_file_date,load_date
158,"AKHLAGHI, BANAFSHEH",H2CA02134,CA,Open seat,DEMOCRATIC PARTY,House,[2012],[2012],2011-10-11,2012-02-07T21:37:26
159,"AKILI, GREGORY THOMAS",H2CA00062,CA,Open seat,DEMOCRATIC PARTY,House,[1992],[1992],1991-12-26,2002-03-30T00:00:00
160,"AKIN, GARY",H2WY00109,WY,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2002-05-15,2002-08-16T00:00:00
161,"AKINS, WILLIAM ALAN",H8FL17038,FL,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2017-10-19,2018-04-25T21:12:43
162,"AKIN, W TODD",S2MO00429,MO,Challenger,REPUBLICAN PARTY,Senate,"[2012, 2014, 2016, 2018]","[2012, 2018]",2012-11-14,2018-02-17T09:16:20
163,"AKIN, W TODD",H0MO02148,MO,Challenger,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016]","[2000, 2002, 2004, 2006, 2008, 2010, 2012]",2011-04-13,2013-04-26T09:04:30
164,"ALAMEEL, DAVID DR.",H2TX06152,TX,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]",[2012],2012-03-01,2013-04-26T09:04:30
165,"ALAMEEL, DAVID M",S4TX00516,TX,Challenger,DEMOCRATIC PARTY,Senate,"[2014, 2016, 2018]",[2014],2015-10-15,2018-02-17T09:16:20
166,"ALARCON, RICHARD ANTHONY MR.",H6CA29229,CA,Challenger,DEMOCRATIC PARTY,House,[2016],[2016],2016-03-14,2016-04-20T21:03:18
167,"ALAS, ARTURO E III",H4CA32103,CA,Challenger,REPUBLICAN PARTY,House,[2014],[2014],2013-10-16,2014-04-22T22:14:23
168,"ALBANESE, SAL F",H0NY14106,NY,Challenger,DEMOCRATIC PARTY,House,"[1990, 1992, 1994, 1996]","[1990, 1992]",1992-01-31,2002-04-02T00:00:00
169,"ALBARRAN, CHARLENE MCARTHUR",H6UT02390,UT,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2015-11-19,2017-02-23T14:47:46
170,"ALBAUGH, WILLIAM ALBERT",S2MD00065,MD,,REPUBLICAN PARTY,Senate,"[1982, 1984]",[1982],1982-05-06,2002-03-30T00:00:00
171,"ALBEN, ALEX",H4WA08055,WA,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006]",[2004],2003-08-20,2006-06-16T00:00:00
172,"ALBERT, DANA PAUL",H6NH02071,NH,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-07-31,2002-04-03T00:00:00
173,"ALBERT, FRANK A",H2GA10034,GA,Challenger,REPUBLICAN PARTY,House,[1992],[1992],1991-10-25,2002-03-30T00:00:00
174,"ALBERTSON, ED",H6OH12127,OH,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]","[2016, 2018]",2017-08-28,2018-08-24T21:08:09
175,"ALBERTSON, STEWART",S6CA00618,CA,Open seat,DEMOCRATIC PARTY,Senate,[2016],[2016],2015-02-23,2016-11-17T06:10:49
176,"ALBERTY, PAUL HENRY",H8OH17056,OH,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002, 2004]","[1998, 2000]",1999-10-08,2002-04-12T00:00:00
177,"ALBIN, RICKEY HAROLD",H6AR01056,AR,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994]",[1986],1986-04-22,2002-03-30T00:00:00
178,"ALBION, JOHN ERIC",H2FL14061,FL,Challenger,REPUBLICAN PARTY,House,[2002],[2002],2002-02-20,2002-04-12T00:00:00
179,"ALBRECHT, KIRSTEN WONDER",H2CA32115,CA,Open seat,DEMOCRATIC PARTY,House,[2002],[2001],2001-02-13,2002-04-12T00:00:00
180,"ALBRIGHT, RAY C",H8TN03091,TN,Challenger,REPUBLICAN PARTY,House,[1988],[1988],1988-05-06,2005-05-26T00:00:00
181,"ALBRITTON, LARRY LAVELL",H6MS05058,MS,Challenger,DEMOCRATIC PARTY,House,[1986],[1986],1986-05-22,2002-03-30T00:00:00
182,"ALBRO, CATHERINE",H8MI03079,MI,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-10-13,2018-02-07T21:13:27
183,"ALBY, BARBARA",H8CA03097,CA,Challenger,REPUBLICAN PARTY,House,"[1998, 2000]",[1998],1997-12-29,2002-04-07T00:00:00
184,"ALDERSLEY, STEPHANIE RUTH",H2NY25058,NY,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2002-07-20,2002-10-23T00:00:00
185,"ALDERSON, JEREMY WEIR",H4NY29155,NY,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006]",[2004],2004-10-01,2005-05-25T00:00:00
186,"ALEJANDRO, AARON ENRIQUE",H6TX13084,TX,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000]",[1996],1996-01-23,2002-04-07T00:00:00
187,"ALEXAKIS, KOSTAS G",H4MD01085,MD,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008, 2010]","[2004, 2006]",2006-08-31,2009-04-29T00:00:00
188,"ALEXANDER, ANDREW LAMAR",P60003225,US,Open seat,REPUBLICAN PARTY,President,"[1996, 1998, 2000, 2002]","[1996, 2000]",1999-01-11,2002-04-12T00:00:00
189,"ALEXANDER, DAN C JR",H4AL01016,AL,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]",[1984],1983-09-02,2002-03-30T00:00:00
190,"ALEXANDER, JOHN RANDALL (RANDY)",S0AR00143,AR,Challenger,REPUBLICAN PARTY,Senate,[2010],[2010],2010-02-17,2010-04-21T22:26:16
191,"ALEXANDER, KLINT",H2KY01051,KY,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2001-05-29,2002-04-12T00:00:00
192,"ALEXANDER, LAMAR",S2TN00058,TN,Incumbent,REPUBLICAN PARTY,Senate,"[2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[2002, 2008, 2014, 2020]",2014-12-16,2018-02-17T09:16:20
193,"ALEXANDER, LORI P",H8VA11054,VA,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2008-01-23,2008-05-12T00:00:00
194,"ALEXANDER, MATTHEW CLIFFORD",H2NY19085,NY,Challenger,DEMOCRATIC PARTY,House,[2012],[2012],2011-10-14,2012-05-17T21:52:32
195,"ALEXANDER, PAUL",H4IL15030,IL,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996]",[1994],1994-02-24,2002-04-02T00:00:00
196,"ALEXANDER, ROBERT DARWOOD",H4MI08085,MI,Challenger,DEMOCRATIC PARTY,House,"[2004, 2006, 2008, 2010]","[2004, 2008]",2008-05-27,2008-06-03T00:00:00
197,"ALEXANDER, RODNEY M. MR.",H2LA05084,LA,Incumbent,REPUBLICAN PARTY,House,"[2002, 2004, 2006, 2008, 2010, 2012, 2014]","[2002, 2004, 2006, 2008, 2010, 2012, 2014]",2013-05-26,2013-05-28T22:18:11
198,"ALEXANDER, SALLY",H6CA45050,CA,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998]",[1996],1996-02-06,2002-04-03T00:00:00
199,"ALEXANDER, SHERRILL KENNETH",H8TX35018,TX,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2017-09-11,2017-10-16T21:00:02
200,"ALEXANDER, STEWART ALEXIS",P20003968,US,Challenger,SOCIALIST PARTY,President,"[2012, 2014, 2016]",[2012],2011-11-07,2016-11-17T06:10:48
201,"ALEXANDER, TED",S4NC00220,NC,Challenger,REPUBLICAN PARTY,Senate,"[2014, 2016]",[2014],2014-01-13,2016-11-17T06:10:49
202,"ALEXA, WILLIAM E",H2IN02147,IN,Open seat,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2001-10-01,2002-04-12T00:00:00
203,"ALFARERO, CAMILO C",H6CA26019,CA,Challenger,REPUBLICAN PARTY,House,"[1976, 1986, 1988, 1990, 1992, 1994, 1996]","[1976, 1986]",1985-11-18,2002-04-02T00:00:00
204,"ALFONSI, PHILIP ANTHONY",H2WI02090,WI,Challenger,REPUBLICAN PARTY,House,"[2002, 2004]",[2002],2002-03-14,2002-05-22T00:00:00
205,"ALFONSO, OCTAVIO J",H6NJ14132,NJ,Challenger,REPUBLICAN PARTY,House,[1986],[1986],1986-05-21,2002-03-30T00:00:00
206,"ALFORD, GREGORY N",H8TN03125,TN,Challenger,DEMOCRATIC PARTY,House,[1998],[1998],1998-06-23,2002-04-03T00:00:00
207,"ALFORD, KENNETH R",H6CO05118,CO,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998]","[1996, 1998]",1998-03-08,2002-04-03T00:00:00
208,"ALFORD, THOMAS DALE MD",H4AR02067,AR,Open seat,DEMOCRATIC PARTY,House,[1984],[1984],1984-03-20,2002-03-30T00:00:00
209,"ALGEO, JUDITH A",H0PA08106,PA,Challenger,REPUBLICAN PARTY,House,[2010],[2010],2009-11-03,2010-02-01T21:57:10
210,"ALGOOD, ALICE W",S8TN00196,TN,Challenger,REPUBLICAN PARTY,Senate,[1988],[1988],1988-05-18,2005-05-26T00:00:00
211,"ALIOTO, JOSEPH M",S2CA00450,CA,Challenger,DEMOCRATIC PARTY,Senate,"[1992, 1994, 1996, 1998]",[1992],1992-03-10,2002-04-03T00:00:00
212,"ALIOTO, MICHELA A",H6CA01103,CA,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012]",[1996],1995-11-14,2005-05-24T21:13:01
213,"ALISEDA, JOSE LUIS JR",H6TX15097,TX,Challenger,REPUBLICAN PARTY,House,"[1996, 1998, 2000]",[1996],1996-02-05,2002-04-07T00:00:00
214,"ALJANICH, MATTHEW BRIAN",H4CO03217,CO,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2004-06-02,2006-06-16T00:00:00
215,"ALLAMONG, J BRADLEY",H6IN03120,IN,Challenger,REPUBLICAN PARTY,House,[1996],[1996],1995-12-18,2002-04-02T00:00:00
216,"ALLAN, SETH",H6OR05168,OR,Challenger,REPUBLICAN PARTY,House,[2016],[2016],2016-01-29,2016-04-21T21:06:43
217,"ALLARD, A WAYNE",S6CO00168,CO,Incumbent,REPUBLICAN PARTY,Senate,"[1996, 1998, 2000, 2002, 2004, 2006, 2008]","[1996, 2002, 2006, 2008]",2007-05-22,2007-12-12T00:00:00
218,"ALLARD, A WAYNE",H0CO04049,CO,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996]","[1990, 1992, 1994, 1996]",1995-10-10,2002-04-02T00:00:00
219,"ALLBRITTEN, DREW WILLIAM",H4MI05065,MI,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]",[1984],1984-05-14,2002-03-30T00:00:00
220,"ALLEE, HENRY EDWARD",H2TX08018,TX,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994]",[1982],1981-04-23,2002-03-30T00:00:00
221,"ALLEGRETTI, MICHAEL A",H0NY13066,NY,Challenger,REPUBLICAN PARTY,House,"[2010, 2012]",[2010],2009-07-10,2011-02-24T10:53:11
222,"ALLEGRONE, HELEN R",H0NC06118,NC,Challenger,DEMOCRATIC PARTY,House,"[1990, 1992]",[1990],1990-03-07,2002-03-30T00:00:00
223,"ALLEN, ADDIE DAINELL",S2TX00403,TX,Open seat,DEMOCRATIC PARTY,Senate,"[2012, 2014, 2016]",[2012],2012-01-04,2016-11-17T06:10:49
224,"ALLEN, BENJAMIN",H2GA12048,GA,Open seat,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2002-01-22,2002-05-22T00:00:00
225,"ALLEN, BOB",H0FL19015,FL,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996]",[1990],1989-11-22,2002-04-02T00:00:00
226,"ALLEN, BRAD DR",H4CA24175,CA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016, 2018]",[2014],2014-02-06,2015-04-02T15:52:44
227,"ALLEN, CHAD",H8AZ08141,AZ,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2017-12-19,2018-02-22T21:14:12
228,"ALLEN, DIANE",S2NJ00247,NJ,Challenger,REPUBLICAN PARTY,Senate,"[2002, 2004, 2006, 2008, 2010]",[2002],2002-03-11,2003-02-25T00:00:00
229,"ALLEN, DON",H6MT01053,MT,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996]",[1986],1986-10-24,2002-04-02T00:00:00
230,"ALLEN, DONALD KENNETH",P80003528,US,Challenger,INDEPENDENT,President,"[2008, 2010]",[2008],2007-01-22,2007-12-11T00:00:00
231,"ALLEN, DONALD KENNETH DR",H0OH06163,OH,Challenger,REPUBLICAN PARTY,House,"[2010, 2012]",[2010],2009-05-08,2011-02-24T10:53:11
232,"ALLEN, DOUGLAS B",H2CA15037,CA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998]",[1992],1992-03-11,2002-04-03T00:00:00
233,"ALLEN, EDWARD",H8TX24103,TX,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-06-14,2018-01-18T21:06:45
234,"ALLEN, EDWARD A (REV)",H8NJ14070,NJ,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990, 1992, 1994, 1996, 2002, 2004]","[1988, 2002]",1988-06-20,2005-03-02T00:00:00
235,"ALLEN, GEORGE",S8VA00214,VA,Open seat,REPUBLICAN PARTY,Senate,"[2000, 2002, 2004, 2006, 2008, 2012, 2014]","[2000, 2006, 2012]",2012-11-20,2013-04-26T09:04:30
236,"ALLEN, GEORGE F",H2VA07030,VA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994]",[1992],1991-07-19,2002-03-30T00:00:00
237,"ALLEN, JANET WHITE",H4NC20012,NC,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992]",[1984],1984-01-13,2002-03-30T00:00:00
238,"ALLEN, JANICE LEE",H8VA06062,VA,Challenger,INDEPENDENT,House,[2008],[2008],2008-07-30,2008-10-16T00:00:00
239,"ALLEN, JASON EDWARD",H0MI01104,MI,Open seat,REPUBLICAN PARTY,House,"[2010, 2012, 2016, 2018]","[2010, 2016]",2016-01-29,2017-02-23T14:47:46
240,"ALLEN, JIM JR",S6AL00054,AL,Challenger,DEMOCRATIC PARTY,Senate,"[1986, 1988, 1990, 1992, 1994, 1996]",[1986],1986-04-02,2002-04-02T00:00:00
241,"ALLEN, JONATHAN EDWARD",P80005119,US,Challenger,INDEPENDENT,President,"[2008, 2010]",[2008],2007-12-04,2008-01-07T00:00:00
242,"ALLEN, JOSEPH WILLIAM",H8MO08072,MO,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2008-01-22,2008-04-21T00:00:00
243,"ALLEN, J WAYNE",H4CA47010,CA,Challenger,REPUBLICAN PARTY,House,[1994],[1994],1994-05-20,2002-03-30T00:00:00
244,"ALLEN, KATHLEEN",H8GA07144,GA,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-04-21,2017-08-29T20:55:29
245,"ALLEN, KATHRY",H8UT03139,UT,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-09-08,2017-09-27T20:56:17
246,"ALLEN, LIONEL",H4CA27038,CA,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994, 1996]","[1984, 1986, 1990, 1992]",1986-03-05,2002-04-02T00:00:00
247,"ALLEN, MARJORIE POWELL",H4KS03030,KS,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988]",[1984],1984-03-26,2002-03-30T00:00:00
248,"ALLEN-REESE, POGO MOCHELLO",P60005121,US,Open seat,REPUBLICAN PARTY,President,"[2014, 2016]",[2016],2014-01-21,2016-11-17T06:10:48
249,"ALLEN, RICHARD W",H2GA12121,GA,Incumbent,REPUBLICAN PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2016, 2018]",2017-04-01,2017-04-01T20:55:21
250,"ALLEN, RICK",H0GA02241,GA,Challenger,REPUBLICAN PARTY,House,"[2010, 2012]","[2010, 2012]",2011-11-15,2012-04-23T21:52:32
251,"ALLEN, SAMUEL",H8FL11106,FL,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-07-15,2017-08-01T20:57:28
252,"ALLEN, THOMAS H",S8ME00080,ME,Challenger,DEMOCRATIC PARTY,Senate,"[2008, 2010]",[2008],2008-08-05,2008-08-12T00:00:00
253,"ALLEN, THOMAS H",H6ME01157,ME,Incumbent,DEMOCRATIC PARTY,House,"[1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010]","[1996, 1998, 2000, 2002, 2004, 2006, 2008]",2007-04-02,2009-04-29T00:00:00
254,"ALLEN, TOWNSEND CROSBY II",S2WY00075,WY,Challenger,REPUBLICAN PARTY,Senate,"[2002, 2004]",[2002],2002-07-09,2003-02-25T00:00:00
255,"ALLEN, WILLIAM BARCLAY",S6CA00451,CA,Challenger,REPUBLICAN PARTY,Senate,"[1986, 1988, 1992, 1994, 1996, 1998]","[1986, 1992]",1991-08-06,2002-04-03T00:00:00
256,"ALLEN, WILLIAM DEAN SR",P80000052,US,Open seat,REPUBLICAN PARTY,President,"[1984, 1986, 1988]",[1988],1984-11-26,2005-05-26T00:00:00
257,"ALLGAIER, CALVIN JEROME",H8MI03020,MI,Challenger,REPUBLICAN PARTY,House,"[1988, 1990, 1992, 1994, 1996]",[1988],1988-02-17,2002-04-02T00:00:00
258,"ALLGOOD, JOHN EDWARD JR",H4SC03046,SC,Challenger,REPUBLICAN PARTY,House,"[1994, 1996]",[1994],1993-11-12,2002-04-02T00:00:00
259,"ALLIEGRO, MARK C",H4MA09052,MA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016, 2018]","[2014, 2016]",2016-01-28,2017-02-23T14:47:46
260,"ALLI, HELEN",H8VA07060,VA,Challenger,OTHER,House,[2018],[2018],2018-04-15,2018-04-16T21:15:46
261,"ALLISON, GARY DEAN",H6OK01110,OK,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988]",[1986],1986-07-11,2002-03-30T00:00:00
262,"ALLISON, ROGER",H8NC01104,NC,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2018-02-13,2018-07-23T21:09:09
263,"ALLISON, TIMOTHY JAMES",H0CA24116,CA,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012]",[2010],2009-07-14,2011-02-24T10:53:11
264,"ALLMAN, MICHAEL",H8CA52136,CA,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2017-10-13,2018-04-13T21:15:47
265,"ALLOCCO, PATRICK S KD2-ONW",H8NJ11225,NJ,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2018-02-26,2018-04-17T21:13:11
266,"ALLRED, COLIN",H8TX32098,TX,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-10-15,2018-10-15T21:09:23
267,"ALLVORD, TERRY",H6CA52155,CA,Challenger,REPUBLICAN PARTY,House,[2016],[2016],2016-02-08,2016-04-20T21:03:18
268,"ALMON, WILLIAM F",H2WA04074,WA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996]",[1992],1992-02-13,2002-04-02T00:00:00
269,"ALMQUIST, JOHN W",H6CA30094,CA,Challenger,REPUBLICAN PARTY,House,"[1986, 1988]",[1986],1986-08-04,2002-03-30T00:00:00
270,"ALM, VANCE STEVEN",H8NV02152,NV,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-04-15,2018-04-25T21:12:43
271,"ALM, VANCE STEVEN",H4NV02136,NV,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]","[2014, 2016]",2016-01-29,2016-06-17T21:52:11
272,"ALOMAR, RAFAEL COX",H2PR00065,PR,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]","[2012, 2014]",2014-04-18,2016-11-17T06:10:50
273,"ALONSO, FERNANDO A",H4NJ13105,NJ,Challenger,REPUBLICAN PARTY,House,[1994],[1994],1994-08-01,2002-03-30T00:00:00
274,"ALONSO, FRANCISCO",H0CA32176,CA,Open seat,DEMOCRATIC PARTY,House,[2010],[2009],2009-04-07,2010-03-30T21:46:04
275,"ALPERT, MERRICK",S0CT00110,CT,Open seat,DEMOCRATIC PARTY,Senate,[2010],[2010],2009-05-19,2010-01-06T21:45:50
276,"ALSFELDER, DEBBI",H0OH02113,OH,Challenger,REPUBLICAN PARTY,House,"[2010, 2012]",[2010],2010-04-19,2011-02-24T10:53:12
277,"ALTAMIRANO, BEN D",H2NM02027,NM,,DEMOCRATIC PARTY,House,"[1982, 1984]",[1982],1982-06-01,2002-03-30T00:00:00
278,"ALTEMUS, TERESA L",H0VA01136,VA,Open seat,REPUBLICAN PARTY,House,[2000],[2000],2000-04-19,2002-04-07T00:00:00
279,"ALTENBURG, LOIS IVERS",H4ND00012,ND,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990]",[1984],1984-04-24,2002-03-30T00:00:00
280,"ALTMAN, NATHAN J",S8IN00213,IN,Challenger,INDEPENDENT,Senate,[2018],[2018],2018-04-02,2018-08-01T00:13:22
281,"ALTMEYER, JAMES E",H4WV01017,WV,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]",[1984],1983-11-15,2002-03-30T00:00:00
282,"ALTMIRE, JASON",H6PA04110,PA,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010, 2012, 2014]","[2006, 2008, 2010, 2012]",2010-12-13,2013-04-26T09:04:30
283,"ALTON, DUANE",H4WA05036,WA,Challenger,REPUBLICAN PARTY,House,"[1994, 1996]",[1994],1994-06-07,2002-04-02T00:00:00
284,"ALTSCHULER, BRUCE ROBERT",H6MD03383,MD,Open seat,REPUBLICAN PARTY,House,"[2006, 2008]",[2006],2006-06-23,2009-04-29T00:00:00
285,"ALTSCHULER, RANDOLPH MR.",H0NY01129,NY,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014]","[2010, 2012]",2012-09-26,2013-04-26T09:04:30
286,"ALU CAMPAGNA, SHERYL FRANCYS",H8HI02133,HI,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-06-29,2018-06-29T21:04:58
287,"ALUISI, FRANCIS JOSEPH",H2MD04075,MD,Open seat,DEMOCRATIC PARTY,House,[1992],[1992],1992-02-13,2002-03-30T00:00:00
288,"ALVARADO, FELIX",H2TX06095,TX,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004, 2006]","[2002, 2004]",2004-07-14,2005-03-02T00:00:00
289,"ALVARADO, MARIA LUISA",H2TX35045,TX,Open seat,DEMOCRATIC PARTY,House,"[2012, 2014, 2016]",[2012],2012-01-04,2013-04-26T09:04:30
290,"ALVARADO, SIMON",H2TX35086,TX,Challenger,UNKNOWN,House,"[2012, 2014]",[2012],2012-09-19,2013-04-26T09:04:30
291,"AMADOR, ANTONIO C",H0CA11337,CA,Challenger,REPUBLICAN PARTY,House,"[2010, 2014, 2016, 2018]","[2010, 2014, 2016]",2016-03-28,2017-02-23T14:47:46
292,"AMADOR, DONALD CHARLES",H8CA10076,CA,Challenger,REPUBLICAN PARTY,House,[1998],[1998],1998-04-10,2002-04-03T00:00:00
293,"AMADOR, FRANK",H6CA39103,CA,Challenger,DEMOCRATIC PARTY,House,[2006],[2006],2005-08-01,2009-04-29T00:00:00
294,"AMANN, BRYAN LEE",H4MI13077,MI,Open seat,DEMOCRATIC PARTY,House,[1994],[1994],1994-02-14,2002-03-30T00:00:00
295,"AMARASINGHE, D. C.",H2VA04078,VA,Open seat,GREEN PARTY,House,[2002],[2002],2002-08-08,2002-09-30T00:00:00
296,"AMASH, JUSTIN",H0MI03126,MI,Incumbent,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012, 2014, 2016, 2018]",2017-08-28,2017-08-28T20:55:19
297,"AMASON, THOMAS MARRION III",H8AL02189,AL,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2017-07-27,2018-02-07T21:13:27
298,"AMATA, AUMUA",H4AS00036,AS,Incumbent,REPUBLICAN PARTY,House,"[1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1994, 1996, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2018-06-12,2018-06-12T21:05:46
299,"AMATUL-WADUD, TAHIRAH",H8MA01050,MA,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2017-12-14,2018-02-07T21:13:27
300,"AMBLER, JONATHAN WALTON",H4CO03209,CO,Challenger,REPUBLICAN PARTY,House,"[2004, 2006, 2008]",[2004],2004-04-30,2006-06-16T00:00:00
301,"AMDAHL, TIMOTHY H",H2SD00100,SD,Open seat,REPUBLICAN PARTY,House,"[2002, 2004]",[2002],2001-09-21,2002-04-12T00:00:00
302,"AMDUR, JOHN",H4TX36015,TX,Open seat,REPUBLICAN PARTY,House,"[2014, 2016]",[2014],2013-12-03,2015-04-02T15:52:44
303,"AMEDORI, CARMEN",S0MD00283,MD,Challenger,REPUBLICAN PARTY,Senate,[2010],[2010],2010-05-11,2010-06-21T22:13:51
304,"AMENTA, PAUL",H6CT06114,CT,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988]",[1986],1986-08-29,2002-03-30T00:00:00
305,"AMENT, DONALD DOUGLAS",H6CO04111,CO,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1995-10-06,2002-04-03T00:00:00
306,"AMERI, GOLI YAZDI",H4OR01089,OR,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2004-08-03,2004-08-04T00:00:00
307,"AMERO, JANE A",H0ME01077,ME,Challenger,REPUBLICAN PARTY,House,"[2000, 2002]",[2000],1999-08-26,2002-04-12T00:00:00
308,"AMJAD, AYNE",H8WV03071,WV,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2017-08-22,2018-04-24T21:15:20
309,"AMODEI, MARK EUGENE",S0NV00237,NV,Challenger,REPUBLICAN PARTY,Senate,"[2010, 2012]",[2010],2009-09-08,2011-06-21T09:19:11
310,"AMODEI, MARK EUGENE EUGENE",H2NV02395,NV,Incumbent,REPUBLICAN PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2016, 2018]",2017-11-01,2017-11-01T20:56:44
311,"AMOEUALOGO SALANOA, SOLI",H4AS00028,AS,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]","[1984, 1986, 1988]",1988-08-16,2002-03-30T00:00:00
312,"AMORELLO, MATTHEW J",H8MA03031,MA,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002, 2004]",[1998],1997-10-22,2002-04-12T00:00:00
313,"AMORES, JON",H0WV02120,WV,Open seat,DEMOCRATIC PARTY,House,"[2000, 2002, 2004]",[2000],1999-06-21,2002-04-12T00:00:00
314,"AMOROSE, ANTHONY (TONY)",H0MI15096,MI,Challenger,REPUBLICAN PARTY,House,[2010],[2010],2010-07-06,2010-07-23T22:19:03
315,"ANASTASIO, JOHN J",H2FL00177,FL,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000]","[1992, 1994]",1994-05-11,2002-04-07T00:00:00
316,"ANASTASIO, KARA MARIE",H2OH07134,OH,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004, 2006]","[2002, 2004]",2004-11-22,2005-03-02T00:00:00
317,"ANCHONDO, DANIEL",H2TX16029,TX,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984]",[1982],1981-11-23,2002-03-30T00:00:00
