,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
216,"Friday, September 21",NY Times/Siena,Iowa 1st District - Blum vs. Finkenauer,"Finkenauer 52, Blum 37",Finkenauer +15,2018
217,"Thursday, September 20",Rasmussen Reports,Pennsylvania Governor - Wagner vs. Wolf,"Wolf 52, Wagner 40",Wolf +12,2018
218,"Thursday, September 20",NY Times/Siena,California 25th District - Knight vs. Hill,"Hill 45, Knight 47",Knight +2,2018
219,"Thursday, September 20",Monmouth,New Jersey 7th District - Lance vs. Malinowski,"Malinowski 46, Lance 43",Malinowski +3,2018
220,"Wednesday, September 19",Florida Atlantic University,Florida Senate - Scott vs. Nelson,"Nelson 41, Scott 42",Scott +1,2018
221,"Wednesday, September 19",Rasmussen Reports,Pennsylvania Senate - Barletta vs. Casey,"Casey 52, Barletta 38",Casey +14,2018
222,"Wednesday, September 19",Boston Globe/Suffolk*,Massachusetts Senate - Diehl vs. Warren,"Warren 54, Diehl 24",Warren +30,2018
223,"Wednesday, September 19",Goucher College,Maryland Senate - Campbell vs. Cardin vs. Simon,"Cardin 56, Campbell 17, Simon 8",Cardin +39,2018
224,"Wednesday, September 19",Florida Atlantic University,Florida Governor - DeSantis vs. Gillum,"Gillum 41, DeSantis 39",Gillum +2,2018
225,"Wednesday, September 19",Boston Globe/Suffolk,Massachusetts Governor - Baker vs. Gonzalez,"Baker 55, Gonzalez 28",Baker +27,2018
226,"Wednesday, September 19",Goucher College,Maryland Governor - Hogan vs. Jealous,"Hogan 54, Jealous 32",Hogan +22,2018
227,"Wednesday, September 19",NY Times/Siena,Texas 7th District - Culberson vs. Fletcher,"Culberson 48, Fletcher 45",Culberson +3,2018
228,"Wednesday, September 19",NY Times/Siena,New Mexico 2nd District - Herrell vs. Small,"Small 46, Herrell 45",Small +1,2018
229,"Wednesday, September 19",Stockton University,New Jersey 2nd District - Grossman vs. Van Drew,"Van Drew 55, Grossman 32",Van Drew +23,2018
230,"Wednesday, September 19",Economist/YouGov,President Trump Job Approval,"Approve 44, Disapprove 53",Disapprove +9,2018
231,"Wednesday, September 19",Reuters/Ipsos,President Trump Job Approval,"Approve 47, Disapprove 52",Disapprove +5,2018
232,"Wednesday, September 19",Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 47, Republicans 42",Democrats +5,2018
233,"Wednesday, September 19",Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 48, Republicans 41",Democrats +7,2018
234,"Wednesday, September 19",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 45, Republicans 41",Democrats +4,2018
235,"Wednesday, September 19",Economist/YouGov,Congressional Job Approval,"Approve 15, Disapprove 65",Disapprove +50,2018
236,"Wednesday, September 19",Reuters/Ipsos,Congressional Job Approval,"Approve 22, Disapprove 74",Disapprove +52,2018
237,"Wednesday, September 19",Reuters/Ipsos,Direction of Country,"Right Direction 41, Wrong Track 53",Wrong Track +12,2018
238,"Wednesday, September 19",Economist/YouGov,Direction of Country,"Right Direction 42, Wrong Track 50",Wrong Track +8,2018
239,"Tuesday, September 18",Quinnipiac,Texas Senate - Cruz vs. O'Rourke,"Cruz 54, O'Rourke 45",Cruz +9,2018
240,"Tuesday, September 18",Marquette,Wisconsin Senate - Vukmir vs. Baldwin,"Baldwin 53, Vukmir 42",Baldwin +11,2018
241,"Tuesday, September 18",Target-Insyght/MIRS,Michigan Senate - James vs. Stabenow,"Stabenow 55, James 40",Stabenow +15,2018
242,"Tuesday, September 18",Univ. of Mary Washington,Virginia Senate - Stewart vs. Kaine,"Kaine 52, Stewart 36",Kaine +16,2018
243,"Tuesday, September 18",Marquette*,Wisconsin Governor - Walker vs. Evers,"Evers 49, Walker 44",Evers +5,2018
244,"Tuesday, September 18",Target-Insyght/MIRS,Michigan Governor - Schuette vs. Whitmer,"Whitmer 50, Schuette 41",Whitmer +9,2018
245,"Tuesday, September 18",Quinnipiac,Texas Governor - Abbott vs. Valdez,"Abbott 58, Valdez 39",Abbott +19,2018
246,"Tuesday, September 18",NY Times/Siena,Florida 26th District - Curbelo vs. Mucarsel-Powell,"Curbelo 47, Mucarsel-Powell 44",Curbelo +3,2018
247,"Tuesday, September 18",Monmouth,California 39th District - Kim vs. Cisneros,"Cisneros 41, Kim 51",Kim +10,2018
248,"Monday, September 17",CNN,Arizona Senate - McSally vs. Sinema,"Sinema 50, McSally 43",Sinema +7,2018
249,"Monday, September 17",Trafalgar Group (R),Missouri Senate - Hawley vs. McCaskill,"Hawley 47, McCaskill 44",Hawley +3,2018
250,"Monday, September 17",CNN,Tennessee Senate - Blackburn vs. Bredesen,"Blackburn 45, Bredesen 50",Bredesen +5,2018
251,"Monday, September 17",Gravis,Nevada Senate - Heller vs. Rosen,"Heller 45, Rosen 47",Rosen +2,2018
252,"Monday, September 17",Emerson,West Virginia Senate - Morrisey vs. Manchin,"Manchin 45, Morrisey 33",Manchin +12,2018
253,"Monday, September 17",Star Tribune/Mason-Dixon,Minnesota Senate Special Election - Housley vs. Smith,"Smith 44, Housley 37",Smith +7,2018
254,"Monday, September 17",Star Tribune/Mason-Dixon,Minnesota Senate - Newberger vs. Klobuchar,"Klobuchar 60, Newberger 30",Klobuchar +30,2018
255,"Monday, September 17",CNN,Arizona Governor - Ducey vs. Garcia,"Ducey 49, Garcia 46",Ducey +3,2018
256,"Monday, September 17",CNN,Tennessee Governor - Lee vs. Dean,"Lee 52, Dean 43",Lee +9,2018
257,"Monday, September 17",Emerson,West Virginia 3rd District - Miller vs. Ojeda,"Ojeda 36, Miller 31",Ojeda +5,2018
258,"Monday, September 17",Gallup,President Trump Job Approval,"Approve 38, Disapprove 56",Disapprove +18,2018
259,"Monday, September 17",Rasmussen Reports,Direction of Country,"Right Direction 44, Wrong Track 51",Wrong Track +7,2018
260,"Sunday, September 16",CBS News/YouGov,Missouri Senate - Hawley vs. McCaskill,"Hawley 45, McCaskill 45",Tie,2018
261,"Sunday, September 16",CBS News/YouGov,Montana Senate - Rosendale vs. Tester,"Tester 47, Rosendale 45",Tester +2,2018
262,"Sunday, September 16",CBS 11/Dixie Strategies,Texas Senate - Cruz vs. O'Rourke,"Cruz 46, O'Rourke 42",Cruz +4,2018
263,"Sunday, September 16",CBS 11/Dixie Strategies,Texas Governor - Abbott vs. Valdez,"Abbott 53, Valdez 34",Abbott +19,2018
264,"Sunday, September 16",Star Tribune/Mason-Dixon,Minnesota Governor - Johnson vs. Walz,"Walz 45, Johnson 36",Walz +9,2018
265,"Sunday, September 16",Hoffman Research (R)*,Oregon Governor - Buehler vs. Brown,"Brown 46, Buehler 36",Brown +10,2018
266,"Sunday, September 16",NY Times/Siena,Kansas 2nd District - Watkins vs. Davis,"Davis 45, Watkins 44",Davis +1,2018
267,"Sunday, September 16",Albuquerque Journal,New Mexico 2nd District - Herrell vs. Small,"Small 41, Herrell 48",Herrell +7,2018
268,"Sunday, September 16",Albuquerque Journal*,New Mexico 1st District - Arnold-Jones vs. Haaland,"Haaland 49, Arnold-Jones 41",Haaland +8,2018
269,"Saturday, September 15",Albuquerque Journal,New Mexico Senate - Rich vs. Heinrich vs. Johnson,"Heinrich 47, Rich 26, Johnson 16",Heinrich +21,2018
270,"Saturday, September 15",Albuquerque Journal,New Mexico Governor - Pearce vs. Grisham,"Grisham 50, Pearce 43",Grisham +7,2018
271,"Saturday, September 15",NY Times/Siena,Maine 2nd District - Poliquin vs. Golden,"Poliquin 47, Golden 42",Poliquin +5,2018
272,"Saturday, September 15",NY Times/Siena,Colorado 6th District - Coffman vs. Crow,"Crow 51, Coffman 40",Crow +11,2018
273,"Friday, September 14",Rasmussen Reports,Florida Governor - DeSantis vs. Gillum,"Gillum 48, DeSantis 42",Gillum +6,2018
274,"Friday, September 14",Talk Business/Hendrix College*,Arkansas Governor - Hutchinson vs. Henderson,"Hutchinson 60, Henderson 25",Hutchinson +35,2018
275,"Friday, September 14",NY Times/Siena,Wisconsin 1st District - Steil vs. Bryce,"Steil 50, Bryce 44",Steil +6,2018
276,"Thursday, September 13",FOX News,North Dakota Senate - Cramer vs. Heitkamp,"Cramer 48, Heitkamp 44",Cramer +4,2018
277,"Thursday, September 13",KSTP/SurveyUSA,Minnesota Senate Special Election - Housley vs. Smith,"Smith 48, Housley 39",Smith +9,2018
278,"Thursday, September 13",KSTP/SurveyUSA,Minnesota Senate - Newberger vs. Klobuchar,"Klobuchar 53, Newberger 38",Klobuchar +15,2018
279,"Thursday, September 13",FOX News,Missouri Senate - Hawley vs. McCaskill,"Hawley 45, McCaskill 45",Tie,2018
280,"Thursday, September 13",FOX News,Arizona Senate - McSally vs. Sinema,"Sinema 47, McSally 44",Sinema +3,2018
281,"Thursday, September 13",Rasmussen Reports,Florida Senate - Scott vs. Nelson,"Nelson 45, Scott 44",Nelson +1,2018
282,"Thursday, September 13",FOX News,Tennessee Senate - Blackburn vs. Bredesen,"Blackburn 47, Bredesen 44",Blackburn +3,2018
283,"Thursday, September 13",FOX News,Tennessee Governor - Lee vs. Dean,"Lee 55, Dean 35",Lee +20,2018
284,"Thursday, September 13",FOX News,Arizona Governor - Ducey vs. Garcia,"Ducey 51, Garcia 40",Ducey +11,2018
285,"Thursday, September 13",KSTP/SurveyUSA,Minnesota Governor - Johnson vs. Walz,"Walz 47, Johnson 40",Walz +7,2018
286,"Thursday, September 13",FOX News,Indiana Senate - Braun vs. Donnelly vs. Brenton,"Donnelly 43, Braun 45, Brenton 3",Braun +2,2018
287,"Thursday, September 13",NY Times/Siena,Virginia 7th District - Brat vs. Spanberger,"Brat 47, Spanberger 43",Brat +4,2018
288,"Thursday, September 13",Civitas (R)/SurveyUSA*,North Carolina 2nd District - Holding vs. Coleman,"Coleman 44, Holding 43",Coleman +1,2018
289,"Thursday, September 13",Monmouth*,Pennsylvania 7th District - Nothstein vs. Wild,"Wild 47, Nothstein 45",Wild +2,2018
290,"Thursday, September 13",PPP (D),Kansas Governor - Kobach vs. Kelly vs. Orman,"Kobach 39, Kelly 38, Orman 9",Kobach +1,2018
291,"Thursday, September 13",CNN,2018 Generic Congressional Vote,"Democrats 52, Republicans 42",Democrats +10,2018
292,"Wednesday, September 12",ABC 15/OH Predictive Insights,Arizona Senate - McSally vs. Sinema,"Sinema 46, McSally 49",McSally +3,2018
293,"Wednesday, September 12",SurveyUSA,Florida Senate - Scott vs. Nelson,"Nelson 44, Scott 46",Scott +2,2018
294,"Wednesday, September 12",SurveyUSA,Florida Governor - DeSantis vs. Gillum,"Gillum 47, DeSantis 43",Gillum +4,2018
295,"Wednesday, September 12",NY Times/Siena,Texas 23rd District - Hurd vs. Ortiz Jones,"Hurd 51, Ortiz Jones 43",Hurd +8,2018
296,"Wednesday, September 12",Monmouth,New York 19th District - Faso vs. Delgado,"Delgado 48, Faso 45",Delgado +3,2018
297,"Wednesday, September 12",NPR/Marist,President Trump Job Approval,"Approve 38, Disapprove 54",Disapprove +16,2018
298,"Wednesday, September 12",Economist/YouGov,President Trump Job Approval,"Approve 44, Disapprove 52",Disapprove +8,2018
299,"Wednesday, September 12",Reuters/Ipsos,President Trump Job Approval,"Approve 43, Disapprove 56",Disapprove +13,2018
300,"Wednesday, September 12",SurveyUSA,Florida Senate - Scott vs. Nelson,"Scott 46, Nelson 44",Scott +2,2018
301,"Wednesday, September 12",Rasmussen Reports,President Trump Job Approval,"Approve 45, Disapprove 53",Disapprove +8,2018
302,"Wednesday, September 12",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 44, Republicans 41",Democrats +3,2018
303,"Wednesday, September 12",NPR/Marist,2018 Generic Congressional Vote,"Democrats 50, Republicans 38",Democrats +12,2018
304,"Wednesday, September 12",Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 46, Republicans 42",Democrats +4,2018
305,"Wednesday, September 12",Quinnipiac,2018 Generic Congressional Vote,"Democrats 52, Republicans 38",Democrats +14,2018
306,"Wednesday, September 12",Economist/YouGov,Congressional Job Approval,"Approve 13, Disapprove 66",Disapprove +53,2018
307,"Wednesday, September 12",Quinnipiac,Congressional Job Approval,"Approve 18, Disapprove 72",Disapprove +54,2018
308,"Wednesday, September 12",Economist/YouGov,Direction of Country,"Right Direction 40, Wrong Track 53",Wrong Track +13,2018
309,"Tuesday, September 11",Suffolk*,Nevada Senate - Heller vs. Rosen,"Rosen 42, Heller 41",Rosen +1,2018
310,"Tuesday, September 11",Suffolk*,Nevada Governor - Laxalt vs. Sisolak,"Sisolak 37, Laxalt 35",Sisolak +2,2018
311,"Tuesday, September 11",NY Times/Siena,West Virginia 3rd District - Miller vs. Ojeda,"Miller 48, Ojeda 40",Miller +8,2018
312,"Monday, September 10",Emerson,Iowa Governor - Reynolds vs. Hubbell,"Hubbell 36, Reynolds 31",Hubbell +5,2018
313,"Monday, September 10",Siena,New York Governor - Democratic Primary,"Cuomo 63, Nixon 22",Cuomo +41,2018
314,"Monday, September 10",NY Times/Siena,Minnesota 3rd District - Paulsen vs. Phillips,"Phillips 51, Paulsen 42",Phillips +9,2018
315,"Monday, September 10",Emerson,Iowa 1st District - Blum vs. Finkenauer,"Finkenauer 43, Blum 38",Finkenauer +5,2018
316,"Monday, September 10",Emerson,Iowa 2nd District - Peters vs. Loebsack,"Loebsack 45, Peters 21",Loebsack +24,2018
317,"Monday, September 10",Emerson,Iowa 3rd District - Young vs. Axne,"Young 47, Axne 31",Young +16,2018
318,"Monday, September 10",CNN,President Trump Job Approval,"Approve 37, Disapprove 57",Disapprove +20,2018
319,"Monday, September 10",Quinnipiac,President Trump Job Approval,"Approve 38, Disapprove 54",Disapprove +16,2018
320,"Monday, September 10",Gallup,President Trump Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2018
321,"Monday, September 10",Rasmussen Reports,Direction of Country,"Right Direction 42, Wrong Track 53",Wrong Track +11,2018
322,"Sunday, September 9",Gravis,Arizona Senate - McSally vs. Sinema,"Sinema 48, McSally 49",McSally +1,2018
323,"Sunday, September 9",Gravis,Arizona Governor - Ducey vs. Garcia,"Ducey 48, Garcia 44",Ducey +4,2018
324,"Sunday, September 9",NY Times/Siena,Minnesota 8th District - Stauber vs. Radinovich,"Radinovich 44, Stauber 43",Radinovich +1,2018
325,"Saturday, September 8",NY Times/Siena,Kentucky 6th District - Barr vs. McGrath,"Barr 47, McGrath 46",Barr +1,2018
326,"Friday, September 7",Atlanta Journal-Constitution,Georgia Governor - Kemp vs. Abrams,"Abrams 45, Kemp 45",Tie,2018
327,"Friday, September 7",UtahPolicy/Dan Jones,Utah 4th District - Love vs. McAdams,"Love 49, McAdams 46",Love +3,2018
328,"Friday, September 7",NY Times/Siena,California 48th District - Rohrabacher vs. Rouda,"Rouda 45, Rohrabacher 45",Tie,2018
329,"Friday, September 7",NY Times/Siena,Illinois 6th District - Roskam vs. Casten,"Roskam 45, Casten 44",Roskam +1,2018
330,"Friday, September 7",NY Times/Siena,Illinois 12th District - Bost vs. Kelly,"Bost 44, Kelly 43",Bost +1,2018
331,"Thursday, September 6",NBC News/Marist,Tennessee Senate - Blackburn vs. Bredesen,"Bredesen 48, Blackburn 46",Bredesen +2,2018
332,"Thursday, September 6",NBC News/Marist,Tennessee Governor - Lee vs. Dean,"Lee 53, Dean 40",Lee +13,2018
333,"Thursday, September 6",Grinnell/Selzer,President Trump Job Approval,"Approve 43, Disapprove 50",Disapprove +7,2018
334,"Thursday, September 6",Grinnell/Selzer,2018 Generic Congressional Vote,"Democrats 45, Republicans 43",Democrats +2,2018
335,"Wednesday, September 5",NBC News/Marist,Indiana Senate - Braun vs. Donnelly,"Donnelly 49, Braun 43",Donnelly +6,2018
336,"Wednesday, September 5",Quinnipiac,Florida Senate - Scott vs. Nelson,"Scott 49, Nelson 49",Tie,2018
337,"Wednesday, September 5",UtahPolicy/Dan Jones*,Utah Senate - Romney vs. Wilson,"Romney 55, Wilson 29",Romney +26,2018
338,"Wednesday, September 5",Economist/YouGov,President Trump Job Approval,"Approve 43, Disapprove 54",Disapprove +11,2018
339,"Wednesday, September 5",Reuters/Ipsos,President Trump Job Approval,"Approve 42, Disapprove 55",Disapprove +13,2018
340,"Wednesday, September 5",Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 46, Republicans 42",Democrats +4,2018
341,"Wednesday, September 5",Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 44, Republicans 35",Democrats +9,2018
342,"Wednesday, September 5",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 45, Republicans 40",Democrats +5,2018
343,"Wednesday, September 5",Economist/YouGov,Congressional Job Approval,"Approve 11, Disapprove 69",Disapprove +58,2018
344,"Wednesday, September 5",Reuters/Ipsos,Congressional Job Approval,"Approve 25, Disapprove 66",Disapprove +41,2018
345,"Wednesday, September 5",Reuters/Ipsos,Direction of Country,"Right Direction 34, Wrong Track 55",Wrong Track +21,2018
346,"Wednesday, September 5",Economist/YouGov,Direction of Country,"Right Direction 39, Wrong Track 54",Wrong Track +15,2018
347,"Tuesday, September 4",NBC News/Marist,Missouri Senate - Hawley vs. McCaskill,"Hawley 47, McCaskill 47",Tie,2018
348,"Tuesday, September 4",Gravis,Florida Senate - Scott vs. Nelson,"Scott 47, Nelson 47",Tie,2018
349,"Tuesday, September 4",Gravis,Florida Governor - DeSantis vs. Gillum,"Gillum 47, DeSantis 45",Gillum +2,2018
350,"Tuesday, September 4",Quinnipiac,Florida Governor - DeSantis vs. Gillum,"Gillum 50, DeSantis 47",Gillum +3,2018
351,"Tuesday, September 4",ABC News/Wash Post,2018 Generic Congressional Vote,"Democrats 52, Republicans 38",Democrats +14,2018
352,"Tuesday, September 4",USA Today/Suffolk,2018 Generic Congressional Vote,"Democrats 50, Republicans 39",Democrats +11,2018
353,"Monday, September 3",Gallup,President Trump Job Approval,"Approve 41, Disapprove 53",Disapprove +12,2018
354,"Monday, September 3",Emerson,President Trump Job Approval,"Approve 38, Disapprove 53",Disapprove +15,2018
355,"Monday, September 3",Emerson,2018 Generic Congressional Vote,"Democrats 52, Republicans 39",Democrats +13,2018
356,"Monday, September 3",Rasmussen Reports,Direction of Country,"Right Direction 43, Wrong Track 52",Wrong Track +9,2018
357,"Saturday, September 1",IBD/TIPP,President Trump Job Approval,"Approve 36, Disapprove 56",Disapprove +20,2018
358,"Saturday, September 1",IBD/TIPP,2018 Generic Congressional Vote,"Democrats 50, Republicans 39",Democrats +11,2018
359,"Saturday, September 1",IBD/TIPP,Direction of Country,"Right Direction 47, Wrong Track 53",Wrong Track +6,2018
360,"Friday, August 31",MetroNews,West Virginia Senate - Morrisey vs. Manchin,"Manchin 46, Morrisey 38",Manchin +8,2018
361,"Friday, August 31",ABC News/Wash Post,President Trump Job Approval,"Approve 38, Disapprove 60",Disapprove +22,2018
362,"Thursday, August 30",Franklin & Marshall*,Pennsylvania Senate - Barletta vs. Casey,"Casey 47, Barletta 34",Casey +13,2018
363,"Thursday, August 30",Franklin & Marshall*,Pennsylvania Governor - Wagner vs. Wolf,"Wolf 52, Wagner 35",Wolf +17,2018
364,"Thursday, August 30",Siena,New York 19th District - Faso vs. Delgado,"Delgado 40, Faso 45",Faso +5,2018
365,"Wednesday, August 29",Gravis,Connecticut Senate - Corey vs. Murphy,"Murphy 54, Corey 37",Murphy +17,2018
366,"Wednesday, August 29",Gravis,Connecticut Governor - Stefanowski vs. Lamont,"Lamont 49, Stefanowski 40",Lamont +9,2018
367,"Wednesday, August 29",Siena,New York 22nd District - Tenney vs. Brindisi,"Brindisi 46, Tenney 44",Brindisi +2,2018
368,"Wednesday, August 29",Reuters/Ipsos,President Trump Job Approval,"Approve 40, Disapprove 57",Disapprove +17,2018
369,"Wednesday, August 29",USA Today/Suffolk,President Trump Job Approval,"Approve 40, Disapprove 56",Disapprove +16,2018
370,"Wednesday, August 29",Economist/YouGov,President Trump Job Approval,"Approve 43, Disapprove 52",Disapprove +9,2018
371,"Wednesday, August 29",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 45, Republicans 39",Democrats +6,2018
372,"Wednesday, August 29",Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 46, Republicans 41",Democrats +5,2018
