,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
227,2018-09-17,Star Tribune/Mason-Dixon,Minnesota Senate - Newberger vs. Klobuchar,"Klobuchar 60, Newberger 30",Klobuchar +30,2018
228,2018-09-17,CNN,Arizona Governor - Ducey vs. Garcia,"Ducey 49, Garcia 46",Ducey +3,2018
229,2018-09-17,CNN,Tennessee Governor - Lee vs. Dean,"Lee 52, Dean 43",Lee +9,2018
230,2018-09-17,Emerson,West Virginia 3rd District - Miller vs. Ojeda,"Ojeda 36, Miller 31",Ojeda +5,2018
231,2018-09-17,Gallup,President Trump Job Approval,"Approve 38, Disapprove 56",Disapprove +18,2018
232,2018-09-17,Rasmussen Reports,Direction of Country,"Right Direction 44, Wrong Track 51",Wrong Track +7,2018
233,2018-09-16,CBS News/YouGov,Missouri Senate - Hawley vs. McCaskill,"Hawley 45, McCaskill 45",Tie,2018
234,2018-09-16,CBS News/YouGov,Montana Senate - Rosendale vs. Tester,"Tester 47, Rosendale 45",Tester +2,2018
235,2018-09-16,CBS 11/Dixie Strategies,Texas Senate - Cruz vs. O'Rourke,"Cruz 46, O'Rourke 42",Cruz +4,2018
236,2018-09-16,CBS 11/Dixie Strategies,Texas Governor - Abbott vs. Valdez,"Abbott 53, Valdez 34",Abbott +19,2018
237,2018-09-16,Star Tribune/Mason-Dixon,Minnesota Governor - Johnson vs. Walz,"Walz 45, Johnson 36",Walz +9,2018
238,2018-09-16,Hoffman Research (R)*,Oregon Governor - Buehler vs. Brown,"Brown 46, Buehler 36",Brown +10,2018
239,2018-09-16,NY Times/Siena,Kansas 2nd Congressional District - Watkins vs. Davis,"Davis 45, Watkins 44",Davis +1,2018
240,2018-09-16,Albuquerque Journal,New Mexico 2nd District - Herrell vs. Small,"Small 41, Herrell 48",Herrell +7,2018
241,2018-09-16,Albuquerque Journal*,New Mexico 1st District - Arnold-Jones vs. Haaland,"Haaland 49, Arnold-Jones 41",Haaland +8,2018
242,2018-09-15,Albuquerque Journal,New Mexico Senate - Rich vs. Heinrich vs. Johnson,"Heinrich 47, Rich 26, Johnson 16",Heinrich +21,2018
243,2018-09-15,Albuquerque Journal,New Mexico Governor - Pearce vs. Grisham,"Grisham 50, Pearce 43",Grisham +7,2018
244,2018-09-15,NY Times/Siena,Maine 2nd District - Poliquin vs. Golden,"Poliquin 47, Golden 42",Poliquin +5,2018
245,2018-09-15,NY Times/Siena,Colorado 6th District - Coffman vs. Crow,"Crow 51, Coffman 40",Crow +11,2018
246,2018-09-14,Rasmussen Reports,Florida Governor - DeSantis vs. Gillum,"Gillum 48, DeSantis 42",Gillum +6,2018
247,2018-09-14,Talk Business/Hendrix College*,Arkansas Governor - Hutchinson vs. Henderson,"Hutchinson 60, Henderson 25",Hutchinson +35,2018
248,2018-09-14,NY Times/Siena,Wisconsin 1st District - Steil vs. Bryce,"Steil 50, Bryce 44",Steil +6,2018
249,2018-09-13,FOX News,North Dakota Senate - Cramer vs. Heitkamp,"Cramer 48, Heitkamp 44",Cramer +4,2018
250,2018-09-13,KSTP/SurveyUSA,Minnesota Senate Special Election - Housley vs. Smith,"Smith 48, Housley 39",Smith +9,2018
251,2018-09-13,KSTP/SurveyUSA,Minnesota Senate - Newberger vs. Klobuchar,"Klobuchar 53, Newberger 38",Klobuchar +15,2018
252,2018-09-13,FOX News,Missouri Senate - Hawley vs. McCaskill,"Hawley 45, McCaskill 45",Tie,2018
253,2018-09-13,FOX News,Arizona Senate - McSally vs. Sinema,"Sinema 47, McSally 44",Sinema +3,2018
254,2018-09-13,Rasmussen Reports,Florida Senate - Scott vs. Nelson,"Nelson 45, Scott 44",Nelson +1,2018
255,2018-09-13,FOX News,Tennessee Senate - Blackburn vs. Bredesen,"Blackburn 47, Bredesen 44",Blackburn +3,2018
256,2018-09-13,FOX News,Tennessee Governor - Lee vs. Dean,"Lee 55, Dean 35",Lee +20,2018
257,2018-09-13,FOX News,Arizona Governor - Ducey vs. Garcia,"Ducey 51, Garcia 40",Ducey +11,2018
258,2018-09-13,KSTP/SurveyUSA,Minnesota Governor - Johnson vs. Walz,"Walz 47, Johnson 40",Walz +7,2018
259,2018-09-13,FOX News,Indiana Senate - Braun vs. Donnelly vs. Brenton,"Donnelly 43, Braun 45, Brenton 3",Braun +2,2018
260,2018-09-13,NY Times/Siena,Virginia 7th District - Brat vs. Spanberger,"Brat 47, Spanberger 43",Brat +4,2018
261,2018-09-13,Civitas (R)/SurveyUSA*,North Carolina 2nd District - Holding vs. Coleman,"Coleman 44, Holding 43",Coleman +1,2018
262,2018-09-13,Monmouth*,Pennsylvania 7th District - Nothstein vs. Wild,"Wild 47, Nothstein 45",Wild +2,2018
263,2018-09-13,PPP (D),Kansas Governor - Kobach vs. Kelly vs. Orman,"Kobach 39, Kelly 38, Orman 9",Kobach +1,2018
264,2018-09-13,CNN,2018 Generic Congressional Vote,"Democrats 52, Republicans 42",Democrats +10,2018
265,2018-09-12,ABC 15/OH Predictive Insights,Arizona Senate - McSally vs. Sinema,"Sinema 46, McSally 49",McSally +3,2018
266,2018-09-12,SurveyUSA,Florida Senate - Scott vs. Nelson,"Nelson 44, Scott 46",Scott +2,2018
267,2018-09-12,SurveyUSA,Florida Governor - DeSantis vs. Gillum,"Gillum 47, DeSantis 43",Gillum +4,2018
268,2018-09-12,NY Times/Siena,Texas 23rd District - Hurd vs. Ortiz Jones,"Hurd 51, Ortiz Jones 43",Hurd +8,2018
269,2018-09-12,Monmouth,New York 19th District - Faso vs. Delgado,"Delgado 48, Faso 45",Delgado +3,2018
270,2018-09-12,NPR/Marist,President Trump Job Approval,"Approve 38, Disapprove 54",Disapprove +16,2018
271,2018-09-12,Economist/YouGov,President Trump Job Approval,"Approve 44, Disapprove 52",Disapprove +8,2018
272,2018-09-12,Reuters/Ipsos,President Trump Job Approval,"Approve 43, Disapprove 56",Disapprove +13,2018
273,2018-09-12,Economist/YouGov,2018 Generic Congressional Vote,"Democrats 44, Republicans 41",Democrats +3,2018
274,2018-09-12,NPR/Marist,2018 Generic Congressional Vote,"Democrats 50, Republicans 38",Democrats +12,2018
275,2018-09-12,Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 46, Republicans 42",Democrats +4,2018
276,2018-09-12,Quinnipiac,2018 Generic Congressional Vote,"Democrats 52, Republicans 38",Democrats +14,2018
277,2018-09-12,Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 49, Republicans 41",Democrats +8,2018
278,2018-09-12,Reuters/Ipsos,Congressional Job Approval,"Approve 22, Disapprove 75",Disapprove +53,2018
279,2018-09-12,Economist/YouGov,Congressional Job Approval,"Approve 13, Disapprove 66",Disapprove +53,2018
280,2018-09-12,Quinnipiac,Congressional Job Approval,"Approve 18, Disapprove 72",Disapprove +54,2018
281,2018-09-12,Economist/YouGov,Direction of Country,"Right Direction 40, Wrong Track 53",Wrong Track +13,2018
282,2018-09-12,Reuters/Ipsos,Direction of Country,"Right Direction 39, Wrong Track 57",Wrong Track +18,2018
283,2018-09-11,Suffolk*,Nevada Senate - Heller vs. Rosen,"Rosen 42, Heller 41",Rosen +1,2018
284,2018-09-11,Suffolk*,Nevada Governor - Laxalt vs. Sisolak vs. Lord,"Sisolak 37, Laxalt 35, Lord 5",Sisolak +2,2018
285,2018-09-11,Sooner Poll*,Oklahoma Governor - Stitt vs. Edmondson,"Stitt 47, Edmondson 44",Stitt +3,2018
286,2018-09-11,NY Times/Siena,West Virginia 3rd District - Miller vs. Ojeda,"Ojeda 40, Miller 48",Miller +8,2018
287,2018-09-10,Detroit News/WDIV-TV,Michigan Senate - James vs. Stabenow,"Stabenow 56, James 33",Stabenow +23,2018
288,2018-09-10,Detroit News/WDIV-TV,Michigan Governor - Schuette vs. Whitmer,"Whitmer 50, Schuette 36",Whitmer +14,2018
289,2018-09-10,Emerson,Iowa Governor - Reynolds vs. Hubbell,"Hubbell 36, Reynolds 31",Hubbell +5,2018
290,2018-09-10,Siena,New York Governor - Democratic Primary,"Cuomo 63, Nixon 22",Cuomo +41,2018
291,2018-09-10,NY Times/Siena,Minnesota 3rd District - Paulsen vs. Phillips,"Phillips 51, Paulsen 42",Phillips +9,2018
292,2018-09-10,Emerson,Iowa 1st District - Blum vs. Finkenauer,"Finkenauer 43, Blum 38",Finkenauer +5,2018
293,2018-09-10,Emerson,Iowa 2nd District - Peters vs. Loebsack,"Loebsack 45, Peters 21",Loebsack +24,2018
294,2018-09-10,Emerson,Iowa 3rd District - Young vs. Axne,"Axne 31, Young 47",Young +16,2018
295,2018-09-10,CNN,President Trump Job Approval,"Approve 37, Disapprove 57",Disapprove +20,2018
296,2018-09-10,Quinnipiac,President Trump Job Approval,"Approve 38, Disapprove 54",Disapprove +16,2018
297,2018-09-10,Gallup,President Trump Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2018
298,2018-09-10,Rasmussen Reports,Direction of Country,"Right Direction 42, Wrong Track 53",Wrong Track +11,2018
299,2018-10-30,USA Today/Suffolk,Florida Senate - Scott vs. Nelson,"Nelson 45, Scott 43",Nelson +2,2018
300,2018-10-30,UNF,Florida Senate - Scott vs. Nelson,"Nelson 47, Scott 46",Nelson +1,2018
301,2018-10-30,Trafalgar Group (R),North Dakota Senate - Cramer vs. Heitkamp,"Cramer 54, Heitkamp 45",Cramer +9,2018
302,2018-10-30,Gravis,Montana Senate - Rosendale vs. Tester,"Tester 48, Rosendale 45",Tester +3,2018
303,2018-10-30,Emerson,Ohio Senate - Renacci vs. Brown,"Brown 49, Renacci 43",Brown +6,2018
304,2018-10-30,NBC News/Marist,Arizona Senate - McSally vs. Sinema,"Sinema 50, McSally 44",Sinema +6,2018
305,2018-10-30,CBS 11/Dixie Strategies,Texas Senate - Cruz vs. O'Rourke,"Cruz 52, O'Rourke 42",Cruz +10,2018
306,2018-10-30,Quinnipiac,Connecticut Senate - Corey vs. Murphy,"Murphy 56, Corey 41",Murphy +15,2018
307,2018-10-30,USA Today/Suffolk*,Florida Governor - DeSantis vs. Gillum,"Gillum 45, DeSantis 44",Gillum +1,2018
308,2018-10-30,UNF,Florida Governor - DeSantis vs. Gillum,"Gillum 49, DeSantis 43",Gillum +6,2018
309,2018-10-30,FOX 5 Atlanta/Opinion Savvy*,Georgia Governor - Kemp vs. Abrams,"Kemp 47, Abrams 48",Abrams +1,2018
310,2018-10-30,Emerson,Ohio Governor - DeWine vs. Cordray,"Cordray 49, DeWine 46",Cordray +3,2018
311,2018-10-30,NBC News/Marist,Arizona Governor - Ducey vs. Garcia,"Ducey 55, Garcia 42",Ducey +13,2018
312,2018-10-30,CBS 11/Dixie Strategies,Texas Governor - Abbott vs. Valdez,"Abbott 59, Valdez 33",Abbott +26,2018
313,2018-10-30,Quinnipiac,Connecticut Governor - Stefanowski vs. Lamont,"Lamont 47, Stefanowski 43",Lamont +4,2018
314,2018-10-30,Emerson,Oregon Governor - Buehler vs. Brown,"Brown 47, Buehler 42",Brown +5,2018
315,2018-10-30,Emerson,Kansas Governor - Kobach vs. Kelly vs. Orman,"Kobach 44, Kelly 43, Orman 8",Kobach +1,2018
316,2018-10-30,Gravis,California Governor - Cox vs. Newsom,"Newsom 55, Cox 35",Newsom +20,2018
317,2018-10-30,KGTV-TV/SurveyUSA,California 50th District - Hunter vs. Campa-Najjar,"Hunter 48, Campa-Najjar 45",Hunter +3,2018
318,2018-10-30,Emerson,Kansas 2nd District - Watkins vs. Davis,"Watkins 48, Davis 41",Watkins +7,2018
319,2018-10-30,Emerson,Kansas 3rd District - Yoder vs. Davids,"Davids 55, Yoder 43",Davids +12,2018
320,2018-10-30,Gravis,Montana At-Large District - Gianforte vs. Williams,"Gianforte 48, Williams 48",Tie,2018
321,2018-10-30,Civitas (R)/SurveyUSA*,North Carolina 2nd District - Holding vs. Coleman,"Holding 49, Coleman 40",Holding +9,2018
322,2018-10-30,NY Times/Siena,Pennsylvania 1st District - Fitzpatrick vs. Wallace,"Fitzpatrick 47, Wallace 46",Fitzpatrick +1,2018
323,2018-10-30,Susquehanna,Pennsylvania 10th District - Perry vs. Scott,"Perry 49, Scott 46",Perry +3,2018
324,2018-10-30,Monmouth*,New York 19th District - Faso vs. Delgado,"Faso 44, Delgado 49",Delgado +5,2018
325,2018-10-30,KUTV/Dixie Strategies,Utah 4th District - Love vs. McAdams,"McAdams 50, Love 43",McAdams +7,2018
326,2018-10-30,Rasmussen Reports,President Trump Job Approval,"Approve 48, Disapprove 51",Disapprove +3,2018
327,2018-10-29,Emerson,New Jersey Senate - Hugin vs. Menendez,"Menendez 47, Hugin 42",Menendez +5,2018
328,2018-10-29,Quinnipiac,Texas Senate - Cruz vs. O'Rourke,"Cruz 51, O'Rourke 46",Cruz +5,2018
329,2018-10-29,Emerson,Michigan Senate - James vs. Stabenow,"Stabenow 52, James 43",Stabenow +9,2018
330,2018-10-29,Detroit News/WDIV-TV*,Michigan Senate - James vs. Stabenow,"Stabenow 53, James 36",Stabenow +17,2018
331,2018-10-29,Emerson,New Mexico Senate - Rich vs. Heinrich vs. Johnson,"Heinrich 48, Rich 32, Johnson 16",Heinrich +16,2018
332,2018-10-29,Boston Globe/Suffolk*,Massachusetts Senate - Diehl vs. Warren,"Warren 56, Diehl 34",Warren +22,2018
333,2018-10-29,WPRI/Roger Williams,Rhode Island Senate - Flanders vs. Whitehouse,"Whitehouse 55, Flanders 36",Whitehouse +19,2018
334,2018-10-29,Emerson,Michigan Governor - Schuette vs. Whitmer,"Whitmer 52, Schuette 41",Whitmer +11,2018
335,2018-10-29,Detroit News/WDIV-TV*,Michigan Governor - Schuette vs. Whitmer,"Whitmer 50, Schuette 38",Whitmer +12,2018
336,2018-10-29,Quinnipiac,Texas Governor - Abbott vs. Valdez,"Abbott 54, Valdez 40",Abbott +14,2018
337,2018-10-29,Emerson,New Mexico Governor - Pearce vs. Grisham,"Grisham 53, Pearce 44",Grisham +9,2018
338,2018-10-29,WPRI/Roger Williams*,Rhode Island Governor - Fung vs. Raimondo,"Raimondo 45, Fung 34",Raimondo +11,2018
339,2018-10-29,Boston Globe/Suffolk,Massachusetts Governor - Baker vs. Gonzalez,"Baker 65, Gonzalez 26",Baker +39,2018
340,2018-10-29,NY Times/Siena,California 25th District - Knight vs. Hill,"Knight 48, Hill 44",Knight +4,2018
341,2018-10-29,Emerson,New Mexico 1st District - Arnold-Jones vs. Haaland,"Haaland 51, Arnold-Jones 41",Haaland +10,2018
342,2018-10-29,Emerson,New Mexico 2nd District - Herrell vs. Small,"Herrell 47, Small 47",Tie,2018
343,2018-10-29,NY Times/Siena,New York 27th District - Collins vs. McMurray,"Collins 44, McMurray 40",Collins +4,2018
344,2018-10-29,Christopher Newport Univ.,Virginia 7th District - Brat vs. Spanberger,"Spanberger 46, Brat 45",Spanberger +1,2018
345,2018-10-29,Gallup,President Trump Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2018
346,2018-10-29,Rasmussen Reports,Direction of Country,"Right Direction 43, Wrong Track 53",Wrong Track +10,2018
347,2018-10-28,CBS News/YouGov,Indiana Senate - Braun vs. Donnelly vs. Brenton,"Braun 46, Donnelly 43, Brenton 3",Braun +3,2018
348,2018-10-28,CBS News/YouGov,Arizona Senate - McSally vs. Sinema,"Sinema 47, McSally 44",Sinema +3,2018
349,2018-10-28,CBS News/YouGov,Florida Senate - Scott vs. Nelson,"Nelson 46, Scott 46",Tie,2018
350,2018-10-28,NY Times/Siena,Florida Senate - Scott vs. Nelson,"Nelson 48, Scott 44",Nelson +4,2018
351,2018-10-28,CBS News/YouGov,Arizona Governor - Ducey vs. Garcia,"Ducey 52, Garcia 41",Ducey +11,2018
352,2018-10-28,CBS News/YouGov,Florida Governor - DeSantis vs. Gillum,"Gillum 47, DeSantis 46",Gillum +1,2018
353,2018-10-28,NY Times/Siena,Florida Governor - DeSantis vs. Gillum,"Gillum 48, DeSantis 43",Gillum +5,2018
354,2018-10-28,NY Times/Siena,Iowa 3rd District - Young vs. Axne,"Axne 43, Young 41",Axne +2,2018
355,2018-10-28,NY Times/Siena,New York 11th District - Donovan vs. Rose,"Donovan 44, Rose 40",Donovan +4,2018
356,2018-10-28,Siena,New York 24th District - Katko vs. Balter,"Katko 53, Balter 39",Katko +14,2018
357,2018-10-27,Mitchell Research,Michigan Senate - James vs. Stabenow,"Stabenow 52, James 46",Stabenow +6,2018
358,2018-10-27,Missouri Scout*,Missouri Senate - Hawley vs. McCaskill,"Hawley 49, McCaskill 45",Hawley +4,2018
359,2018-10-27,Mitchell Research,Michigan Governor - Schuette vs. Whitmer,"Whitmer 48, Schuette 43",Whitmer +5,2018
360,2018-10-27,NY Times/Siena,Illinois 6th District - Roskam vs. Casten,"Casten 46, Roskam 44",Casten +2,2018
361,2018-10-27,NY Times/Siena,Pennsylvania 10th District - Perry vs. Scott,"Perry 45, Scott 43",Perry +2,2018
362,2018-10-27,NY Times/Siena,Utah 4th District - Love vs. McAdams,"McAdams 45, Love 45",Tie,2018
363,2018-10-26,UT/Texas Tribune*,Texas Senate - Cruz vs. O'Rourke,"Cruz 51, O'Rourke 45",Cruz +6,2018
364,2018-10-26,UT/Texas Tribune*,Texas Governor - Abbott vs. Valdez,"Abbott 56, Valdez 37",Abbott +19,2018
365,2018-10-26,NY Times/Siena,California 10th District - Denham vs. Harder,"Harder 47, Denham 45",Harder +2,2018
366,2018-10-26,NY Times/Siena,California 49th District - Harkey vs. Levin,"Levin 53, Harkey 39",Levin +14,2018
367,2018-10-26,NY Times/Siena,Illinois 13th District - Davis vs. Londrigan,"Davis 46, Londrigan 41",Davis +5,2018
368,2018-10-26,NY Times/Siena,New Jersey 3rd District - MacArthur vs. Kim,"MacArthur 45, Kim 44",MacArthur +1,2018
369,2018-10-26,NY Times/Siena,Ohio 1st District - Chabot vs. Pureval,"Chabot 50, Pureval 41",Chabot +9,2018
370,2018-10-26,NY Times/Siena,Texas 7th District - Culberson vs. Fletcher,"Culberson 46, Fletcher 45",Culberson +1,2018
371,2018-10-26,NPR/PBS/Marist,President Trump Job Approval,"Approve 41, Disapprove 53",Disapprove +12,2018
372,2018-10-26,NPR/PBS/Marist,2018 Generic Congressional Vote,"Democrats 50, Republicans 40",Democrats +10,2018
373,2018-10-25,WCTV-TV,Florida Senate - Scott vs. Nelson,"Nelson 46, Scott 45",Nelson +1,2018
374,2018-10-25,EPIC-MRA,Michigan Senate - James vs. Stabenow,"Stabenow 49, James 42",Stabenow +7,2018
375,2018-10-25,PPIC,California Senate - Feinstein vs. de Leon,"Feinstein 43, Leon 27",Feinstein +16,2018
376,2018-10-25,WCTV-TV,Florida Governor - DeSantis vs. Gillum,"Gillum 45, DeSantis 48",DeSantis +3,2018
377,2018-10-25,NBC News/Marist,Georgia Governor - Kemp vs. Abrams,"Kemp 49, Abrams 47",Kemp +2,2018
378,2018-10-25,EPIC-MRA*,Michigan Governor - Schuette vs. Whitmer,"Whitmer 46, Schuette 41",Whitmer +5,2018
379,2018-10-25,PPIC,California Governor - Cox vs. Newsom,"Newsom 49, Cox 38",Newsom +11,2018
380,2018-10-25,NY Times/Siena,California 39th District - Kim vs. Cisneros,"Cisneros 47, Kim 46",Cisneros +1,2018
381,2018-10-25,NY Times/Siena,Florida 26th District - Curbelo vs. Mucarsel-Powell,"Mucarsel-Powell 45, Curbelo 44",Mucarsel-Powell +1,2018
382,2018-10-25,Washington Post,Virginia 10th District - Comstock vs. Wexton,"Wexton 56, Comstock 43",Wexton +13,2018
383,2018-10-25,Stockton University,New Jersey 2nd District - Grossman vs. Van Drew,"Van Drew 55, Grossman 38",Van Drew +17,2018
384,2018-10-25,Monmouth,New Jersey 3rd District - MacArthur vs. Kim,"MacArthur 46, Kim 48",Kim +2,2018
385,2018-10-25,USA Today/Suffolk,President Trump Job Approval,"Approve 43, Disapprove 54",Disapprove +11,2018
386,2018-10-25,Reuters/Ipsos,President Trump Job Approval,"Approve 46, Disapprove 52",Disapprove +6,2018
387,2018-10-25,Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 49, Republicans 42",Democrats +7,2018
388,2018-10-25,USA Today/Suffolk,2018 Generic Congressional Vote,"Democrats 51, Republicans 43",Democrats +8,2018
389,2018-10-25,Reuters/Ipsos,Congressional Job Approval,"Approve 25, Disapprove 72",Disapprove +47,2018
390,2018-10-25,Reuters/Ipsos,Direction of Country,"Right Direction 43, Wrong Track 52",Wrong Track +9,2018
391,2018-10-25,USA Today/Suffolk,Direction of Country,"Right Direction 36, Wrong Track 55",Wrong Track +19,2018
392,2018-10-24,Gravis,Florida Senate - Scott vs. Nelson,"Nelson 49, Scott 45",Nelson +4,2018
393,2018-10-24,MRG,Michigan Senate - James vs. Stabenow,"Stabenow 53, James 37",Stabenow +16,2018
394,2018-10-24,Rutgers-Eagleton,New Jersey Senate - Hugin vs. Menendez,"Menendez 51, Hugin 46",Menendez +5,2018
395,2018-10-24,Gravis,Florida Governor - DeSantis vs. Gillum,"Gillum 51, DeSantis 46",Gillum +5,2018
396,2018-10-24,KELO/Mason-Dixon*,South Dakota Governor - Noem vs. Sutton,"Noem 45, Sutton 45",Tie,2018
397,2018-10-24,Magellan (R)*,Oklahoma Governor - Stitt vs. Edmondson,"Stitt 51, Edmondson 44",Stitt +7,2018
398,2018-10-24,KFI-NBC 4,California Governor - Cox vs. Newsom,"Newsom 54, Cox 41",Newsom +13,2018
399,2018-10-24,KSTP/SurveyUSA,Minnesota 1st District - Hagedorn vs. Feehan,"Feehan 47, Hagedorn 45",Feehan +2,2018
400,2018-10-24,NY Times/Siena,New Mexico 2nd District - Herrell vs. Small,"Herrell 45, Small 44",Herrell +1,2018
401,2018-10-24,Siena,New York 22nd District - Tenney vs. Brindisi,"Brindisi 46, Tenney 45",Brindisi +1,2018
402,2018-10-24,Economist/YouGov,President Trump Job Approval,"Approve 45, Disapprove 52",Disapprove +7,2018
403,2018-10-24,Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 47, Republicans 44",Democrats +3,2018
404,2018-10-24,Economist/YouGov,2018 Generic Congressional Vote,"Democrats 47, Republicans 41",Democrats +6,2018
405,2018-10-24,Economist/YouGov,Congressional Job Approval,"Approve 15, Disapprove 68",Disapprove +53,2018
406,2018-10-24,Economist/YouGov,Direction of Country,"Right Direction 40, Wrong Track 52",Wrong Track +12,2018
407,2018-10-23,Florida Atlantic University,Florida Senate - Scott vs. Nelson,"Nelson 41, Scott 42",Scott +1,2018
408,2018-10-23,Indy Politics/Mason Strategies (R),Indiana Senate - Braun vs. Donnelly vs. Brenton,"Braun 47, Donnelly 43, Brenton 3",Braun +4,2018
409,2018-10-23,MTN-MSU*,Montana Senate - Rosendale vs. Tester,"Tester 46, Rosendale 43",Tester +3,2018
410,2018-10-23,MSU-Billings*,Montana Senate - Rosendale vs. Tester,"Tester 47, Rosendale 38",Tester +9,2018
411,2018-10-23,NBC News/Marist,Mississippi Senate - Wicker vs. Baria,"Wicker 60, Baria 32",Wicker +28,2018
412,2018-10-23,NBC News/Marist,Mississippi Senate Special Election - Open Primary,"Hyde-Smith 38, Espy 29, McDaniel 15",Hyde-Smith +9,2018
